id,x,y
0,92.39291644855459,23.0
1,92.39291644855459,17.0
0,93.44424386084177,23.0
1,93.44424386084177,17.0
0,94.49557127312895,23.0
1,94.49557127312895,17.0
0,95.54689868541612,23.0
1,95.54689868541612,17.0
0,96.59822609770333,23.0
1,96.59822609770333,17.0
0,97.64955350999051,23.0
1,97.64955350999051,17.0
0,98.70088092227769,23.0
1,98.70088092227769,17.0
0,99.75220833456487,23.0
1,99.75220833456487,17.0
0,100.92456691931831,22.98140927492703
1,100.6820722603773,16.986311582613332
0,102.1307828233893,22.901086454785265
1,101.57362770748597,16.9270109466566
0,103.33111225433188,22.75749738875169
1,102.46083587099744,16.820947968708904
0,104.52223919755038,22.551038754127024
1,103.3412457610895,16.66841565698436
0,105.70087306112315,22.282280910870874
1,104.21242516876215,16.46983539527882
0,106.8637577663486,21.951966325932837
1,105.07196738502752,16.225755778860254
0,108.00768074294905,21.561007522122033
1,105.91749784965032,15.936851098927411
0,109.12948180407095,21.110484557184787
1,106.74668071108216,15.603919479820188
0,110.22606187658107,20.60164204004951
1,107.55722527944991,15.227880674133319
0,111.29439156252512,20.03588569248591
1,108.34689235478733,14.809773521819732
0,112.33151950809358,19.414778465681948
1,109.11350041302944,14.350753080299036
0,113.3345805570161,18.740036222442274
1,109.85493163264047,13.852087433523588
0,114.30080366577606,18.013522996985515
1,110.56913774530936,13.315154188768407
0,115.22751955889025,17.2372458453668
1,111.25414569443889,12.741436670891654
0,116.11216810298662,16.413349300831342
1,111.90806308591449,12.132519824499802
0,116.95230537941688,15.544109449337824
1,112.52908341598666,11.490085835416895
0,117.7456104357803,14.631927641685659
1,113.11549106190928,10.815909483486704
0,118.48989169777249,13.679323859556938
1,113.66566602148126,10.111853239606123
0,119.18309302357719,12.688929753875394
1,114.17808838846653,9.379862120459473
0,119.8232993841632,11.663481374608294
1,114.65134255144174,8.621958315273433
0,120.40874215369682,10.605811612220837
1,115.0841211045679,7.840235599312655
0,120.93780399554139,9.518842371543478
1,115.47522845939623,7.036853549669256
0,121.4090233302779,8.40557649977779
1,115.82358414779819,6.214031579220503
0,121.82109837345624,7.269089490847198
1,116.12822580684195,5.374042805329835
0,122.17289073187737,6.112520989103174
1,116.38831183741453,4.519207770136106
0,122.46342854851352,4.93906611575792
1,116.60312372920279,3.6518880298803333
0,122.69190918734073,3.751966642106709
1,116.77206804564794,2.774479630877686
0,122.85770145069691,2.554502033823592
1,116.8946780633596,1.8894064902597476
0,122.96034732301308,1.3499803911932673
1,116.97061506148702,0.9991136996508422
0,122.99956323612783,0.14172931015565043
1,116.9996692574584,0.10606077042997787
0,122.97524085266541,-1.0669133104495616
1,116.98176038652717,-0.7872851609020901
0,122.887447365329,-2.272608490104433
1,116.91693792350856,-1.6784561484167586
0,122.73642531127237,-3.4720253908825733
1,116.80538094610367,-2.5649902546279226
0,122.52259190207555,-4.661850519113713
1,116.64739764017604,-3.4444383518740587
0,122.24653787115338,-5.8387968792670195
1,116.44342444836965,-4.314370888178117
0,121.9090258418075,-6.99961305452032
1,116.19402486439341,-5.1723845991387725
0,121.51098822041733,-8.141092189078027
1,115.8998878763165,-6.016109147161792
0,121.05352462057832,-9.260080847417171
1,115.56182606318674,-6.843213669696561
0,120.53789882532864,-10.353487725909773
1,115.18077335020529,-7.651413218464722
0,119.96553529583102,-11.418292192833665
1,114.75778242868424,-8.438475071813567
0,119.33801523619113,-12.4515526330992
1,114.29402184787878,-9.202224902835392
0,118.65707222522487,-13.450414574753545
1,113.79077278678692,-9.940552786098838
0,117.92458742730334,-14.412118574691208
1,113.24942551477334,-10.651419026518175
0,117.14258439548253,-15.33400784184483
1,112.67147555081907,-11.332859794199997
0,116.31322348124438,-16.21353557682522
1,112.05851953203755,-11.982992549670923
0,115.43879586634515,-17.048272007664703
1,111.41225080281797,-12.60002124456862
0,114.52171723322735,-17.835911102273073
1,110.73445473681284,-13.182241283382595
0,113.56452109149207,-18.574276939048442
1,110.02700380468237,-13.728044232551316
0,112.56985177884387,-19.261329718061933
1,109.29185240124524,-14.235922263888394
0,111.54045715589251,-19.895171396170717
1,108.53103144627786,-14.704472320101054
0,110.47918101493558,-20.474050930536777
1,107.74664277393477,-15.132399990848917
0,109.38895522374435,-20.9963691160287
1,106.94085332623882,-15.518523088671795
0,108.27279162602305,-21.460683003166576
1,106.11588916671583,-15.86177491488414
0,107.1337737209183,-21.865709884399713
1,105.27402933071025,-16.161207206418958
0,105.97504814459667,-22.210330837692442
1,104.4175995293392,-16.415992755492493
0,104.79981597738019,-22.493593817646968
1,103.54896572452036,-16.62542769483479
0,103.61132390048911,-22.714716285609995
1,102.67052759279113,-16.788933442185694
0,102.41285522679605,-22.873087371505466
1,101.78471189599837,-16.906058298677483
0,101.20772083039196,-22.96826956141532
1,100.89396577715473,-16.976478696693142
0,100.0,-23.0
1,100.0,-17.0
0,98.94867258771279,-23.0
1,98.94867258771279,-17.0
0,97.89734517542564,-23.0
1,97.89734517542564,-17.0
0,96.84601776313843,-23.0
1,96.84601776313843,-17.0
0,95.79469035085128,-23.0
1,95.79469035085128,-17.0
0,94.74336293856408,-23.0
1,94.74336293856408,-17.0
0,93.69203552627692,-23.0
1,93.69203552627692,-17.0
0,92.64070811398972,-23.0
1,92.64070811398972,-17.0
0,91.58938070170251,-23.0
1,91.58938070170251,-17.0
0,90.53805328941536,-23.0
1,90.53805328941536,-17.0
0,89.48672587712815,-23.0
1,89.48672587712815,-17.0
0,88.435398464841,-23.0
1,88.435398464841,-17.0
0,87.3840710525538,-23.0
1,87.3840710525538,-17.0
0,86.33274364026664,-23.0
1,86.33274364026664,-17.0
0,85.28141622797943,-23.0
1,85.28141622797943,-17.0
0,84.23008881569228,-23.0
1,84.23008881569228,-17.0
0,83.17876140340508,-23.0
1,83.17876140340508,-17.0
0,82.12743399111787,-23.0
1,82.12743399111787,-17.0
0,81.07610657883066,-23.0
1,81.07610657883066,-17.0
0,80.02477916654351,-23.0
1,80.02477916654351,-17.0
0,78.9734517542563,-23.0
1,78.9734517542563,-17.0
0,77.92212434196915,-23.0
1,77.92212434196915,-17.0
0,76.87079692968194,-23.0
1,76.87079692968194,-17.0
0,75.8194695173948,-23.0
1,75.8194695173948,-17.0
0,74.76814210510759,-23.0
1,74.76814210510759,-17.0
0,73.71681469282038,-23.0
1,73.71681469282038,-17.0
0,72.66548728053323,-23.0
1,72.66548728053323,-17.0
0,71.61415986824602,-23.0
1,71.61415986824602,-17.0
0,70.56283245595887,-23.0
1,70.56283245595887,-17.0
0,69.51150504367166,-23.0
1,69.51150504367166,-17.0
0,68.46017763138451,-23.0
1,68.46017763138451,-17.0
0,67.4088502190973,-23.0
1,67.4088502190973,-17.0
0,66.35752280681015,-23.0
1,66.35752280681015,-17.0
0,65.30619539452294,-23.0
1,65.30619539452294,-17.0
0,64.2548679822358,-23.0
1,64.2548679822358,-17.0
0,63.203540569948586,-23.0
1,63.203540569948586,-17.0
0,62.152213157661436,-23.0
1,62.152213157661436,-17.0
0,61.10088574537423,-23.0
1,61.10088574537423,-17.0
0,60.04955833308702,-23.0
1,60.04955833308702,-17.0
0,58.99823092079981,-23.0
1,58.99823092079981,-17.0
0,57.94690350851266,-23.0
1,57.94690350851266,-17.0
0,56.895576096225454,-23.0
1,56.895576096225454,-17.0
0,55.84424868393825,-23.0
1,55.84424868393825,-17.0
0,54.792921271651096,-23.0
1,54.792921271651096,-17.0
0,53.74159385936389,-23.0
1,53.74159385936389,-17.0
0,52.69026644707674,-23.0
1,52.69026644707674,-17.0
0,51.63893903478953,-23.0
1,51.63893903478953,-17.0
0,50.58761162250238,-23.0
1,50.58761162250238,-17.0
0,49.53628421021518,-23.0
1,49.53628421021518,-17.0
0,48.48495679792803,-23.0
1,48.48495679792803,-17.0
0,47.43362938564082,-23.0
1,47.43362938564082,-17.0
0,46.38230197335367,-23.0
1,46.38230197335367,-17.0
0,45.33097456106645,-23.0
1,45.33097456106645,-17.0
0,44.2796471487793,-23.0
1,44.2796471487793,-17.0
0,43.2283197364921,-23.0
1,43.2283197364921,-17.0
0,42.176992324204946,-23.0
1,42.176992324204946,-17.0
0,41.12566491191774,-23.0
1,41.12566491191774,-17.0
0,40.07433749963059,-23.0
1,40.07433749963059,-17.0
0,39.02301008734338,-23.0
1,39.02301008734338,-17.0
0,37.97168267505623,-23.0
1,37.97168267505623,-17.0
0,36.920355262768965,-23.0
1,36.920355262768965,-17.0
0,35.86902785048176,-23.0
1,35.86902785048176,-17.0
0,34.817700438194606,-23.0
1,34.817700438194606,-17.0
0,33.7663730259074,-23.0
1,33.7663730259074,-17.0
0,32.71504561362025,-23.0
1,32.71504561362025,-17.0
0,31.66371820133304,-23.0
1,31.66371820133304,-17.0
0,30.61239078904589,-23.0
1,30.61239078904589,-17.0
0,29.561063376758682,-23.0
1,29.561063376758682,-17.0
0,28.50973596447153,-23.0
1,28.50973596447153,-17.0
0,27.458408552184324,-23.0
1,27.458408552184324,-17.0
0,26.407081139897173,-23.0
1,26.407081139897173,-17.0
0,25.355753727609965,-23.0
1,25.355753727609965,-17.0
0,24.304426315322814,-23.0
1,24.304426315322814,-17.0
0,23.253098903035607,-23.0
1,23.253098903035607,-17.0
0,22.201771490748456,-23.0
1,22.201771490748456,-17.0
0,21.15044407846125,-23.0
1,21.15044407846125,-17.0
0,20.099116666174098,-23.0
1,20.099116666174098,-17.0
0,19.04778925388689,-23.0
1,19.04778925388689,-17.0
0,17.996461841599682,-23.0
1,17.996461841599682,-17.0
0,16.94513442931253,-23.0
1,16.94513442931253,-17.0
0,15.893807017025324,-23.0
1,15.893807017025324,-17.0
0,14.842479604738116,-23.0
1,14.842479604738116,-17.0
0,13.791152192450909,-23.0
1,13.791152192450909,-17.0
0,12.739824780163758,-23.0
1,12.739824780163758,-17.0
0,11.68849736787655,-23.0
1,11.68849736787655,-17.0
0,10.6371699555894,-23.0
1,10.6371699555894,-17.0
0,9.585842543302192,-23.0
1,9.585842543302192,-17.0
0,8.534515131015041,-23.0
1,8.534515131015041,-17.0
0,7.483187718727834,-23.0
1,7.483187718727834,-17.0
0,6.431860306440683,-23.0
1,6.431860306440683,-17.0
0,5.380532894153475,-23.0
1,5.380532894153475,-17.0
0,4.329205481866325,-23.0
1,4.329205481866325,-17.0
0,3.277878069579117,-23.0
1,3.277878069579117,-17.0
0,2.226550657291966,-23.0
1,2.226550657291966,-17.0
0,1.1752232450047586,-23.0
1,1.1752232450047586,-17.0
0,0.123895832717551,-23.0
1,0.123895832717551,-17.0
0,-0.9274315795695998,-23.0
1,-0.9274315795695998,-17.0
0,-1.9787589918567932,-23.0
1,-1.9787589918567932,-17.0
0,-3.030086404143944,-23.0
1,-3.030086404143944,-17.0
0,-4.081413816431166,-23.0
1,-4.081413816431166,-17.0
0,-5.1327412287183165,-23.0
1,-5.1327412287183165,-17.0
0,-6.18406864100551,-23.0
1,-6.18406864100551,-17.0
0,-7.235396053292661,-23.0
1,-7.235396053292661,-17.0
0,-8.286723465579954,-23.0
1,-8.286723465579954,-17.0
0,-9.338050877867104,-23.0
1,-9.338050877867104,-17.0
0,-10.389378290154298,-23.0
1,-10.389378290154298,-17.0
0,-11.440705702441448,-23.0
1,-11.440705702441448,-17.0
0,-12.492033114728656,-23.0
1,-12.492033114728656,-17.0
0,-13.543360527015807,-23.0
1,-13.543360527015807,-17.0
0,-14.594687939303014,-23.0
1,-14.594687939303014,-17.0
0,-15.646015351590165,-23.0
1,-15.646015351590165,-17.0
0,-16.697342763877373,-23.0
1,-16.697342763877373,-17.0
0,-17.748670176164566,-23.0
1,-17.748670176164566,-17.0
0,-18.799997588451717,-23.0
1,-18.799997588451717,-17.0
0,-19.85132500073894,-23.0
1,-19.85132500073894,-17.0
0,-20.90265241302609,-23.0
1,-20.90265241302609,-17.0
0,-21.95397982531331,-23.0
1,-21.95397982531331,-17.0
0,-23.005307237600462,-23.0
1,-23.005307237600462,-17.0
0,-24.056634649887656,-23.0
1,-24.056634649887656,-17.0
0,-25.107962062174806,-23.0
1,-25.107962062174806,-17.0
0,-26.159289474462028,-23.0
1,-26.159289474462028,-17.0
0,-27.21061688674918,-23.0
1,-27.21061688674918,-17.0
0,-28.261944299036372,-23.0
1,-28.261944299036372,-17.0
0,-29.313271711323523,-23.0
1,-29.313271711323523,-17.0
0,-30.364599123610788,-23.0
1,-30.364599123610788,-17.0
0,-31.41592653589794,-23.0
1,-31.41592653589794,-17.0
0,-32.467253948185146,-23.0
1,-32.467253948185146,-17.0
0,-33.5185813604723,-23.0
1,-33.5185813604723,-17.0
0,-34.569908772759504,-23.0
1,-34.569908772759504,-17.0
0,-35.62123618504671,-23.0
1,-35.62123618504671,-17.0
0,-36.67256359733386,-23.0
1,-36.67256359733386,-17.0
0,-37.72389100962107,-23.0
1,-37.72389100962107,-17.0
0,-38.77521842190822,-23.0
1,-38.77521842190822,-17.0
0,-39.82654583419543,-23.0
1,-39.82654583419543,-17.0
0,-40.87787324648258,-23.0
1,-40.87787324648258,-17.0
0,-41.92920065876979,-23.0
1,-41.92920065876979,-17.0
0,-42.98052807105694,-23.0
1,-42.98052807105694,-17.0
0,-44.031855483344145,-23.0
1,-44.031855483344145,-17.0
0,-45.083182895631296,-23.0
1,-45.083182895631296,-17.0
0,-46.134510307918504,-23.0
1,-46.134510307918504,-17.0
0,-47.185837720205654,-23.0
1,-47.185837720205654,-17.0
0,-48.23716513249286,-23.0
1,-48.23716513249286,-17.0
0,-49.28849254478001,-23.0
1,-49.28849254478001,-17.0
0,-50.33981995706722,-23.0
1,-50.33981995706722,-17.0
0,-51.39114736935437,-23.0
1,-51.39114736935437,-17.0
0,-52.442474781641636,-23.0
1,-52.442474781641636,-17.0
0,-53.49380219392884,-23.0
1,-53.49380219392884,-17.0
0,-54.545129606215994,-23.0
1,-54.545129606215994,-17.0
0,-55.5964570185032,-23.0
1,-55.5964570185032,-17.0
0,-56.64778443079035,-23.0
1,-56.64778443079035,-17.0
0,-57.69911184307756,-23.0
1,-57.69911184307756,-17.0
0,-58.75043925536471,-23.0
1,-58.75043925536471,-17.0
0,-59.80176666765192,-23.0
1,-59.80176666765192,-17.0
0,-60.85309407993907,-23.0
1,-60.85309407993907,-17.0
0,-61.90442149222628,-23.0
1,-61.90442149222628,-17.0
0,-62.95574890451343,-23.0
1,-62.95574890451343,-17.0
0,-64.00707631680064,-23.0
1,-64.00707631680064,-17.0
0,-65.05840372908779,-23.0
1,-65.05840372908779,-17.0
0,-66.109731141375,-23.0
1,-66.109731141375,-17.0
0,-67.16105855366214,-23.0
1,-67.16105855366214,-17.0
0,-68.21238596594935,-23.0
1,-68.21238596594935,-17.0
0,-69.2637133782365,-23.0
1,-69.2637133782365,-17.0
0,-70.31504079052371,-23.0
1,-70.31504079052371,-17.0
0,-71.36636820281092,-23.0
1,-71.36636820281092,-17.0
0,-72.41769561509807,-23.0
1,-72.41769561509807,-17.0
0,-73.46902302738528,-23.0
1,-73.46902302738528,-17.0
0,-74.52035043967248,-23.0
1,-74.52035043967248,-17.0
0,-75.57167785195969,-23.0
1,-75.57167785195969,-17.0
0,-76.62300526424684,-23.0
1,-76.62300526424684,-17.0
0,-77.67433267653405,-23.0
1,-77.67433267653405,-17.0
0,-78.7256600888212,-23.0
1,-78.7256600888212,-17.0
0,-79.77698750110841,-23.0
1,-79.77698750110841,-17.0
0,-80.82831491339556,-23.0
1,-80.82831491339556,-17.0
0,-81.87964232568277,-23.0
1,-81.87964232568277,-17.0
0,-82.93096973796992,-23.0
1,-82.93096973796992,-17.0
0,-83.98229715025712,-23.0
1,-83.98229715025712,-17.0
0,-85.03362456254428,-23.0
1,-85.03362456254428,-17.0
0,-86.08495197483148,-23.0
1,-86.08495197483148,-17.0
0,-87.13627938711863,-23.0
1,-87.13627938711863,-17.0
0,-88.18760679940584,-23.0
1,-88.18760679940584,-17.0
0,-89.23893421169305,-23.0
1,-89.23893421169305,-17.0
0,-90.2902616239802,-23.0
1,-90.2902616239802,-17.0
0,-91.34158903626741,-23.0
1,-91.34158903626741,-17.0
0,-92.39291644855456,-23.0
1,-92.39291644855456,-17.0
0,-93.44424386084177,-23.0
1,-93.44424386084177,-17.0
0,-94.49557127312892,-23.0
1,-94.49557127312892,-17.0
0,-95.54689868541612,-23.0
1,-95.54689868541612,-17.0
0,-96.59822609770328,-23.0
1,-96.59822609770328,-17.0
0,-97.64955350999054,-23.0
1,-97.64955350999054,-17.0
0,-98.70088092227769,-23.0
1,-98.70088092227769,-17.0
0,-99.7522083345649,-23.0
1,-99.7522083345649,-17.0
0,-99.3179277396227,-16.986311582613332
1,-99.07543308068169,-22.98140927492703
0,-98.42637229251505,-16.9270109466567
1,-97.86921717660962,-22.901086454785165
0,-97.53916412900256,-16.820947968708904
1,-96.66888774566812,-22.75749738875169
0,-96.65875423891048,-16.668415656984358
1,-95.4777608024496,-22.55103875412702
0,-95.78757483123785,-16.46983539527882
1,-94.29912693887685,-22.282280910870874
0,-94.92803261497221,-16.225755778860172
1,-93.13624223365161,-21.951966325932904
0,-94.08250215035056,-15.936851098927741
1,-91.99231925704996,-21.56100752212167
0,-93.25331928891787,-15.603919479820199
1,-90.87051819592908,-21.110484557184797
